"","Feature.ID","LNTcon1","LNTcon2","LNTcon3","LNTfh1","LNTfh2","LNTfh3","LNTreg1","LNTreg2","LNTreg3","LNTfr1","LNTfr2","LNTfr3","SpleenTcon1","SpleenTcon2","SpleenTcon3","SpleenTfh1","SpleenTfh2","SpleenTfh3","SpleenTreg1","SpleenTreg2","SpleenTreg3","SpleenTfr1","SpleenTfr2","SpleenTfr3","BloodTcon1","BloodTcon2","BloodTcon3","BloodTfh1","BloodTfh2","BloodTfh3","BloodTreg1","BloodTreg2","BloodTreg3","BloodTfr1","BloodTfr2","BloodTfr3","EZH2EXP_F_p_Treg_1","EZH2EXP_F_p_Treg_2","EZH2EXP_F_p_Treg_3","EZH2EXP_F_p_Tfr_1","EZH2EXP_F_p_Tfr_2","EZH2EXP_F_p_Tfr_3","BlimpEXP_F_p_Treg_1","BlimpEXP_F_p_Treg_2","BlimpEXP_F_p_Treg_3","BlimpEXP_F_p_Treg_4","BlimpEXP_F_p_Tfr_1","BlimpEXP_F_p_Tfr_2","BlimpEXP_F_p_Tfr_3","BlimpEXP_F_p_Tfr_4","FoxDownFoxP_Tfr_1","FoxDownFoxP_Tfr_2","FoxDownFoxP_Tfr_3","FoxDownFoxMTfr_1","FoxDownFoxMTfr_2","FoxDownFoxMTfr_3","FoxDown_Tfh_1","FoxDown_Tfh_2","FoxDown_Tfh_3","HDM_OVA_Tcon_1","HDM_OVA_Tcon_2","HDM_OVA_Tfh_1","HDM_OVA_Tfh_2","HDM_OVA_Tfr_1","HDM_OVA_Tfr_2","HDM_Tfh_1","HDM_Tfh_2","HDM_Tfr_1","HDM_Tfr_2","FoxF_CreN_Tcon_1","FoxF_CreN_Tcon_2","FoxF_CreN_Tcon_3","FoxF_CreN_Tcon_4","FoxF_CreN_Treg_1","FoxF_CreN_Treg_2","FoxF_CreN_Treg_3","FoxF_CreN_Treg_4","FoxF_CreN_ICOS_1","FoxF_CreN_ICOS_2","FoxF_CreN_ICOS_3","FoxF_CreN_ICOS_4","FoxF_CreN_Tfr_1","FoxF_CreN_Tfr_2","FoxF_CreN_Tfr_3","FoxF_CreN_Tfr_4","rfTestPred","X1","X2"
"23294","Hmmr",0,0,0,44.86,22.915,48.078,0,0,28.772,50.048,102.184,114.52,3.898,0.256,1.262,14.134,25.098,17.497,22.676,0,0,27.333,30.993,57.838,0.416,1.424,3.419,38.459,42.123,18.769,0,5.636,9.037,98.266,32.816,82.887,0,1.6732901067,21.1132542199,80.4576463268,98.8671857265,81.971934582,0,15.5334979884,18.4485582452,26.2774489853,75.2803723367,102.9937737183,91.0798922455,106.4473523678,21.2235504699,30.257854162,33.5374504191,26.4606570296,78.1068970994,31.0439641664,63.3898658867,55.6358306129,33.4094185563,0.73093752,1.58715673,77.4173074,80.4736415,96.692519,42.152069,92.1529996,169.792482,132.318564,164.965819,0,0.8366653531,3.3097495292,0,8.0052056709,13.1242737481,0,0,94.3557957715,157.5419568238,60.8768815045,167.7602147331,75.2419915227,179.636615498,66.569544395,179.2409147261,"2",0,1
"24535","Kif11",0,5.541,1.74,55.401,58.804,53.301,6.961,1.547,0,76.242,99.519,240.663,0,17.406,2.02,26.619,42.308,47.297,10.02,13.012,0,25.48,45.521,79.527,8.32,3.711,1.53,105.584,43.752,3.917,27.441,2.818,8.472,65.795,42.661,10.047,10.1396767151,0,21.7943269367,117.6541461362,109.89957555,64.2482730507,0,24.5265757712,0,0,70.8890172837,96.8317530685,86.4091285406,93.3461397686,34.2645272646,46.6134510064,6.3880857941,9.2037067929,50.3355559085,20.6959761109,44.1277519432,47.7330137645,57.5734634241,0,0,62.0618084,61.452599,87.1426406,19.6056135,57.1644276,61.8777266,82.0865167,93.6740582,0,15.0599763558,8.8259987445,0,16.0104113418,29.2772260535,19.7999326802,5.7523696887,78.4083373313,171.4223054426,121.2994579232,150.9841932598,82.6186573583,68.5211832312,91.9660179792,88.4714771405,"2",0,1
"25063","Lig1",13.96,11.082,0.29,139.484,109.099,143.775,32.484,23.199,22.911,168.854,188.819,255.732,7.62,25.341,2.777,65.606,55.646,61.407,19.512,47.363,23.299,75.975,93.464,71.816,32.169,13.332,20.784,67.602,34.909,44.067,23.861,13.527,32.76,152.953,50.318,129.772,20.2793534302,29.0036951823,13.6214543354,196.8988631213,191.3695311701,195.6987627407,63.6052067222,45.7829414395,32.7974368803,17.5182993235,292.3387792409,163.29354722,176.905175323,252.1983425328,91.2868375631,130.8447747548,124.5676729854,44.8680706154,42.5248661985,131.5672767052,86.5044026188,105.265520421,76.2743329305,35.8159382,54.7569071,127.962492,124.075724,119.37348,185.273047,101.516139,94.0541445,190.514229,244.54732,21.205171452,11.7133149434,31.9942454488,25.2625583623,50.3184356456,17.1625118245,28.5999027603,14.9561611906,196.6853207632,263.7266237579,177.6332885691,327.598419326,199.1699775602,59.2615638756,193.1671172617,105.7061804795,"2",0,1
"27940","Ncaph",40.483,4.802,14.504,45.105,44.651,55.144,0,5.671,5.861,48.645,79.97,125.713,3.721,0,2.02,36.866,26.245,40.411,0,7.287,4.993,37.524,56.66,56.392,0,3.322,5.848,12.661,64.93,14.852,16.106,3.945,4.519,12.817,10.939,109.678,3.2020031732,11.1552673778,0,33.9620215651,39.4620097535,106.3419691874,15.9013016806,0,11.2741189276,0,62.7336436139,58.9793405053,63.6391554792,99.0779202808,18.6664961964,60.5157083241,61.7514960098,51.7708507101,82.4461691604,16.2611240872,42.9019810559,31.6112673937,33.8296628149,0,0,41.5878098,64.0862818,83.5614362,35.2901043,41.8877271,27.7212215,86.3746184,63.0020215,0,0,7.7227489014,4.5931924295,0,0,25.2999139803,5.7523696887,132.2310095671,57.6034467682,69.5086781357,106.2481359976,33.9326628436,35.1865535512,69.2631097751,93.0673980309,"2",0,1
"36282","Tpx2",0.698,5.356,0.29,63.491,58.636,66.665,0,2.578,3.73,126.29,87.523,134.754,4.076,3.84,0,34.511,19.648,40.186,26.895,0.52,0.555,25.48,39.71,26.509,2.773,2.416,1.26,36.548,12.102,19.585,2.983,16.346,2.824,27.343,0,3.349,26.149692581,30.1192219201,45.6318720237,84.0964343516,154.4534575298,119.6347153358,0,0,17.4236383427,0,88.4544374956,62.0603508302,60.7199281637,101.5343976431,47.049798632,38.4356525842,53.2340482843,18.4074135858,28.6391956031,5.9131360317,47.4548443516,43.6235490033,51.0596774163,8.04031267,9.52294037,70.3793704,44.7726078,168.316607,112.732278,44.351711,98.014319,93.1130638,104.45072,0,5.8566574717,1.1032498431,0,25.1592178228,46.439737878,1.09999626,0,101.0005701216,156.8479393928,91.7696273426,135.1401729794,116.5513202019,14.8153909689,74.2654454811,99.9612793665,"2",0,1
"37145","Uhrf1",0.698,0.185,6.962,71.948,59.899,78.492,5.221,0,0.533,84.661,100.407,172.64,4.43,9.215,2.272,31.331,40.444,23.705,3.692,3.643,4.993,33.355,24.698,43.861,9.568,1.898,6.838,22.216,11.171,16.484,24.458,15.782,33.325,38.452,8.751,13.396,21.8803550168,0,26.5618359541,129.7834395523,221.9207645276,162.4668973697,0,8.9930777828,27.6728373678,14.5985827696,150.5607446734,73.9442477977,77.0676011308,185.0546279624,26.8490698715,26.9867347932,31.9404289706,79.3819710889,49.4677014963,69.4793483724,49.381055746,63.6967037983,25.2146555142,0.73093752,13.4908322,56.9433088,40.6757679,64.4616793,79.4027346,31.0461977,21.7809598,48.3942897,148.800827,13.0493362781,12.5499802965,0,9.186384859,9.148806481,12.114714229,30.7998952804,11.5047393774,239.2118766039,128.3932247242,127.6597291251,261.8923352222,72.2913251885,105.5596606535,132.7542937356,63.1939122432,"2",0,1
"4097","Bub1b",39.785,6.28,0.29,30.152,26.79,25.652,6.961,0,9.058,67.822,82.192,131.31,0.532,10.239,9.341,21.201,21.082,32.397,5.801,0,6.657,43.084,61.987,15.424,1.109,4.185,8.548,20.305,23.505,21.054,8.948,7.327,6.213,0.854,32.816,69.491,2.1346687821,1.1155267378,0,123.3144830637,64.9213708848,38.401266651,2.1201735574,1.6351050514,1.0249199025,0,120.4485957388,29.4896702527,78.235292057,112.9979586673,32.4745892732,19.6267162132,1.0646809657,25.3101936805,7.8106897099,131.5672767052,44.30286207,39.8301969161,25.0045333849,0,0.79357836,48.6257468,37.7494537,102.661193,110.771716,67.5131601,54.9474213,101.689267,63.0020215,12.2337527608,0,18.7552473321,64.304694013,0,2.0191190382,40.6998616205,18.4075830038,80.4017696363,96.4684229009,84.500745969,151.9161944527,98.8473221965,55.5577161334,72.3414702096,120.6429233734,"2",0.001,0.999
"4682","Ccnf",31.409,5.171,0,31.868,33.109,31.182,8.121,2.578,0,39.758,65.753,49.51,6.025,0,0,9.305,20.078,17.384,0.527,0,0,20.384,36.805,16.869,4.437,4.617,4.499,21.499,8.611,22.523,5.369,7.327,0.565,30.761,0,7.535,0,0,20.4321815032,51.7516519087,46.6754954073,51.6940127994,14.8412149019,12.2632878856,0,0,37.6401861684,30.3699589169,36.1984187129,66.324888783,16.3651473503,13.0844774755,29.8110670392,98.9398480238,19.0927970687,7.3914200396,26.6167392673,16.7539717187,24.5842891264,1.46187503,0,43.5072472,32.1894566,28.6496353,27.4478589,41.3949303,29.7013088,52.6823913,40.6197244,0,1.6733307062,0,0,5.7180040506,0,0,5.7523696887,58.4740142809,97.8564577628,63.6027120196,71.764091858,72.2913251885,44.4461729067,65.0303641777,44.8102286815,"2",0.001,0.999
"4833","Cdc20",0,4.063,0,36.526,45.409,41.32,0,0.516,2.131,52.855,70.641,106.34,0.354,18.942,3.282,19.199,39.009,32.284,12.129,11.971,0,74.586,20.824,45.789,2.773,4.832,0.99,13.616,20.48,48.147,1.193,11.273,0.565,2.563,85.322,12.559,2.6683359777,13.9440842223,18.3889633528,104.3119233784,37.7647190114,187.5754178722,0,0,18.4485582452,0,60.8516343055,53.6976085198,85.2414376144,77.7884498072,8.1825736751,55.6090292708,54.29872925,113.8958715623,14.7535250077,0,22.9394266054,79.1862248212,36.5612504956,0.73093752,0,42.2276222,37.1641908,85.9489058,21.5661748,37.9453528,80.6885555,108.427712,122.27366,0,0,0,2.2965962148,5.7180040506,25.2389879772,0,0,101.0005701216,100.6325274866,87.6808815699,110.4421413659,33.9326628436,114.819280009,103.5098696083,72.385754024,"2",0.001,0.999
"4867","Cdca7",13.96,7.018,3.771,69.374,85.258,70.505,31.324,6.702,15.452,56.596,138.171,117.964,4.607,15.614,18.43,31.566,71.995,41.653,25.841,33.831,49.371,64.394,60.534,58.32,13.034,16.87,12.956,10.988,13.265,33.295,20.879,43.4,11.861,3.418,15.314,0,83.2520825028,13.9440842223,10.2160907516,98.6515864509,141.7237769641,221.5457691404,23.3219091315,29.4318909254,9.2242791226,0,26.3481303179,124.5608459926,137.7875292944,32.7530314978,31.1960621364,0.8177798422,23.955321728,72.4791909942,28.6391956031,0,27.4922899011,46.3105067318,34.0397849442,16.8115628,0.79357836,46.066497,81.6441672,89.5301102,41.1717883,106.936903,52.967334,58.1956649,92.0161103,15.4960868303,0,36.4072448211,27.559154577,1.1436008101,16.1529523054,59.3997980407,78.2322277662,118.9414608669,116.5949283982,94.9497629436,143.5281837161,115.0759870348,57.4096400045,110.0513855316,101.1102595891,"2",0.001,0.999
"5037","Cep55",0,0,0,19.488,25.105,7.219,0,3.609,4.795,48.645,84.413,51.663,0,0.256,0,5.771,5.88,23.592,11.075,0,0,19.92,16.949,19.761,0,0.777,4.499,32.487,0,11.098,0,0,0,0,0,0,0,11.1552673778,0,43.2611465174,15.2756166788,0,3.1802603361,0,9.2242791226,0,30.7394853708,27.7290929242,27.4407367663,15.5576899614,13.5523876494,9.8133581066,19.1642573824,0,29.5070500153,0,10.5066076055,20.073154795,35.3005177199,0.73093752,0,10.2369993,28.0926167,38.1995137,11.7633681,4.4351711,48.0171159,38.5929146,43.5211332,0.8155835174,0,0,0,2.2872016203,0,0,0,58.4740142809,80.5060219892,73.5974239084,46.6000596481,20.6546643396,18.5192387111,60.0280284718,6.8938813356,"2",0.001,0.999
"5246","Ckap2",5.584,0.369,0,33.094,17.692,4.608,0,5.671,0,36.484,31.988,45.205,0,11.263,0,26.03,21.799,28.785,0,0,0,23.627,18.887,21.689,0,2.977,2.249,8.122,7.447,10.119,0,0,0,21.362,15.314,76.189,0,13.3863208534,0,12.1292934161,67.8916296834,39.1397525481,1.0600867787,12.2632878856,0,0,20.0747659565,36.5319795667,17.5153638934,44.216592522,21.9906667519,22.0800557399,8.5174477255,0,23.4320691298,13.3045560713,11.3821582393,23.8665068822,24.5842891264,0,10.3165187,28.7915606,33.9452451,52.5243313,15.6844908,26.6110266,29.206287,12.2517189,61.3440735,0,0,0,4.5931924295,0,33.3154641298,0,0,42.5265558407,67.3196908014,26.8040000654,54.5220697882,35.4079960107,42.5942490356,40.4034807021,58.5979913528,"2",0.001,0.999
"6329","Dctpp1",0,2.77,13.634,67.903,91.408,85.405,33.064,24.23,29.838,91.677,149.722,114.95,6.734,29.692,17.42,32.037,28.827,51.699,6.856,0,44.933,53.739,62.955,62.658,3.189,10.139,17.185,42.998,14.429,17.953,23.265,15.218,12.426,45.288,117.044,59.444,17.077350257,9.4819772711,25.8807632373,86.1179832543,148.937262618,213.422424272,13.7811281231,1.6351050514,36.8971164903,52.5548979705,47.6775691466,58.0990518411,113.8498653069,69.6001919328,38.8672249568,58.8801486397,69.7366032525,48.3194606628,94.5961309315,0,46.7544038446,38.7238025573,37.1916168835,24.8518755,1.58715673,31.9906229,59.9894419,52.5243313,71.5604892,39.4237431,68.3130102,55.1327351,74.607657,0.8155835174,2.5099960593,40.8202441933,0,8.0052056709,17.1625118245,32.9998878004,27.6113745057,112.2966865168,124.2291201386,149.920678332,111.8401431554,138.6813177086,109.2635083957,75.419830644,78.130655137,"2",0.001,0.999
"22913","H1f0",16.054,22.348,7.832,100.874,97.81,130.104,13.922,10.31,8.525,158.564,137.283,131.741,10.987,19.198,34.588,88.22,96.376,127.781,40.607,31.749,42.16,146.855,101.213,184.118,21.908,17.863,17.995,78.591,60.974,48.473,34.599,90.746,18.074,55.541,67.82,126.423,48.0300475978,11.1552673778,24.5186178038,97.8429668899,156.9993936429,131.45048969,49.8240785991,35.9723111311,59.4453543456,2.9197165539,89.0817739318,91.990165415,96.3345014135,99.0779202808,146.0077990155,174.1871063923,108.0651180172,98.9398480238,190.0601162751,54.6965082932,149.3689381252,230.2880829631,170.198924721,41.6634384,3.96789182,99.8107435,89.2525842,161.154198,115.67312,95.1097803,72.2731847,73.5103135,86.2132925,17.9428373824,9.2033188841,13.2389981168,11.4829810738,16.0104113418,32.3059046108,25.2999139803,29.9123223812,116.9480285619,163.7881137023,141.7431867866,130.0141664181,82.6186573583,129.6346709779,119.2864668349,165.4531520549,"2",0.001,0.999
"22967","H2afx",73.288,33.615,59.466,116.563,106.488,168.812,59.747,29.9,26.108,241.353,205.257,231.192,56.174,49.146,50.242,87.631,120.327,128.345,54.845,42.679,29.955,125.081,129.3,157.127,40.073,39.867,42.198,148.821,53.992,105.923,31.616,54.673,51.964,53.832,68.914,95.445,61.9053946816,73.6247646936,29.967199538,296.7633789139,103.9590579527,112.2498563645,24.3819959102,31.0669959768,126.0651480087,67.1534807401,137.3866795145,207.7481247651,211.9359031097,172.7722411507,86.4284344435,132.4803344392,138.9408660221,176.0208924144,98.0675485803,121.2192886497,100.6883228863,101.9463373447,102.7497212205,13.1568753,39.6789182,145.87724,128.172564,128.923359,122.535084,58.6428179,121.775366,140.282182,157.090567,34.2545077301,64.4232321889,20.9617470182,9.186384859,50.3184356456,49.4684164352,17.5999401602,49.4703793228,196.0208433282,221.3915604704,208.9803394931,250.7083209067,197.6946443931,144.4500619469,205.4805589995,225.2001236303,"2",0.001,0.999
"24553","Kif22",0.698,0.739,7.542,61.162,28.981,26.266,4.641,2.578,6.927,44.435,131.951,155.419,3.544,12.286,0.252,41.224,32.556,37.589,0,0,4.438,50.033,54.238,0.482,4.16,8.327,4.679,49.687,12.334,32.968,0,10.146,5.083,18.799,29.534,79.538,0,0,17.0268179193,57.4119888362,68.3159523689,64.9867589479,14.8412149019,19.6212606169,1.0249199025,49.6351814166,56.4602792525,66.0216498194,44.9561006596,58.1366309085,41.168573803,17.9911565288,42.0548981446,0,21.6963603054,34.0005321822,34.146474718,35.088506807,30.2575866171,0,0,39.0285599,42.138925,39.3932485,17.6450521,17.2478876,35.1465487,75.3480713,113.154946,5.7090846217,6.6933228248,0,0,0,2.0191190382,7.6999738201,0,88.3754988564,74.9538825417,101.7643392314,160.3042051894,28.0313301751,22.2230864534,61.1824136347,56.3000309076,"2",0.001,0.999
